smiles_r,human_VDss_L_kg,human_CL_mL_min_kg,human_fup,human_mrt,human_thalf,MW,HBA,HBD,TPSA_NO,RotBondCount,MoKa.LogP,MoKa.LogD7.4,molecular_weight_smiles_r
COc1c(N2C[C@@H]3CCC[NH2+][C@@H]3C2)c(F)cc2c(=O)c(C(=O)[O-])cn(C3CC3)c12,1.4,2.4,0.6,9.7,8.2,401.43,7.0,2.0,82.1,4.0,2.4,-0.36,401.17508446799997
COc1c(OCCC[NH+]2CCOCC2)ccc2c1[NH+]=C(NC(=O)c1cnc(N)nc1)N1CC[NH+]=C21,10.34,6.42,,26.8,25.2,480.52,12.0,2.0,139.8,8.0,0.69,-1.1,483.2451807322701
COc1c2occc2cc2ccc(=O)oc12,0.61,12.0,0.09,0.88,,216.19,4.0,0.0,53.2,1.0,2.1,2.1,216.042258736
COc1cc(C(=O)C(=O)[NH+]2CCCCC2C(=O)OC(CCCc2cccnc2)CCCc2cccnc2)cc(OC)c1OC,1.34,8.5,,2.62,1.1,603.71,10.0,0.0,117.1,16.0,5.4,5.4,604.3017271040901
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3[NH+](C)C)C3COC(=O)C23)OCO4)cc(OC)c1[O-],0.3,0.4,0.013,17.0,14.0,615.63,13.0,2.0,143.8,6.0,0.23,0.21,615.2315756239999
COc1cc(CC(=O)NCC(=O)[NH+](CCC(=O)[O-])Cc2ccc(OC)c(OC)c2)ccc1NC(=O)Nc1ccccc1C,0.25,11.0,,0.38,1.6,592.64,12.0,4.0,155.5,14.0,2.7,-0.014,592.2533141119999
COc1cc(CC2c3c(cc(OC)c(OC)c3OC)CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]2(C)CCc3cc(OC)c(OC)c(OC)c3C2Cc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,0.22,2.7,0.53,1.4,1.7,1035.22,18.0,0.0,163.4,29.0,0.57,0.57,1034.5340372561802
COc1cc(Cc2cnc(N)nc2N)c2cc(Cc3c(C(=O)[NH+](C)C)[nH]c4ccc(Cl)cc34)oc2c1OC,5.06,7.49,,11.27,44.55,534.99,10.0,3.0,145.8,7.0,3.5,3.3,535.18550747609
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,1.5,2.1,0.5,12.0,9.6,290.32,7.0,2.0,105.5,5.0,1.1,0.94,290.13789043599996
COc1cc(F)ccc1Cn1ccc2c3c(ncc21)C(=O)N(O)CC3,5.7,24.0,0.08,3.95,3.8,341.34,6.0,1.0,67.6,3.0,1.8,1.0,341.117569592
COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CC[NH+](CCCOc2ccc(F)cc2)C[C@H]1OC,1.2,1.5,0.02,12.9,11.7,465.95,7.0,2.0,86.0,9.0,3.5,3.0,466.1903387600899
COc1cc(N)cn[n+]1-c1ccccc1,4.0,5.1,,13.0,14.1,202.23,4.0,1.0,52.0,2.0,-0.75,-0.75,202.09748842409
COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,0.77,0.77,0.05,17.0,17.0,369.42,8.0,3.0,117.5,6.0,2.4,2.3,369.18008959599996
COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,1.6,4.3,0.029,6.2,4.7,393.46,6.0,2.0,80.3,5.0,4.0,0.85,393.11471246800005
COc1cc(OC)c(/C=C/S(=O)(=O)Cc2ccc(OC)c(NCC(=O)[O-])c2)c(OC)c1,0.11,1.51,,1.2,0.95,451.49,9.0,2.0,120.4,11.0,3.2,0.36,450.12281130790996
COc1cc(OC)c(C(=O)CCC[NH+]2CCCC2)c(OC)c1,1.3,5.6,0.4,3.9,3.3,307.38,5.0,0.0,48.0,8.0,2.5,0.52,308.18563473208997
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)C23)OCO4)cc(OC)c1[O-],0.18,0.5,0.12,6.0,5.7,588.56,13.0,3.0,160.8,5.0,-0.43,-0.43,587.1770146319097
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)C23)OCO4)cc(OC)c1[O-],0.41,0.19,0.0044,37.0,16.0,656.65,13.0,3.0,160.8,6.0,0.15,0.15,655.1490856319099
COc1cc([NH2+]C(C)CCC[NH3+])c2ncccc2c1,4.0,5.8,,11.0,7.1,259.35,4.0,2.0,60.2,6.0,2.7,-0.07,261.18301519618
COc1cc([S+](C)O)ccc1-c1nc2cnccc2[n-]1,1.67,20.7,0.48,1.3,1.2,287.34,5.0,1.0,67.9,3.0,1.0,1.0,287.072847656
COc1cc([S+](C)O)ccc1-c1nc2ncccc2[n-]1,0.62,10.0,0.41,1.0,0.8,287.34,5.0,1.0,67.9,3.0,1.3,1.3,287.072847656
COc1cc2c(N)nc(N3CC[NH+](C(=O)OCC(C)(C)O)CC3)nc2c(OC)c1OC,0.18,0.96,,3.1,3.1,435.47,11.0,2.0,132.5,6.0,1.7,1.6,436.21906010008996
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,6.1,2.1,0.61,49.0,58.0,399.44,7.0,1.0,83.1,5.0,1.1,1.1,399.16818752
COc1cc2c(cc1OC)C(Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3C1Cc1cc(OC)c(OC)c(OC)c1)CC2,0.27,5.2,0.7,0.87,0.83,1029.26,16.0,0.0,144.9,30.0,2.3,2.3,1028.5598580801802
COc1cc2c(cc1OC)CC(=O)[NH+](CCC[NH+](C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2,1.66,10.27,0.28,2.69,,468.59,7.0,0.0,60.5,10.0,3.0,1.8,470.27697515617996
COc1cc2c(cc1OC)CN(c1cc(N)c3cc(OC)c(OC)cc3n1)CC2,6.3,14.0,,7.6,5.9,395.45,7.0,1.0,79.1,5.0,3.5,1.2,395.18450628000005
COc1cc2c(cc1OC)C[NH+](CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,6.4,2.8,,38.0,29.0,646.73,10.0,2.0,111.2,11.0,5.5,4.5,647.2864113880898
COc1cc2c(cc1OC)[C@H]1C[C@@H](OC(=O)C([NH3+])C(C)C)[C@H](CC(C)C)C[NH+]1CC2,1.31,1.71,0.01,12.78,18.0,418.57,6.0,1.0,74.0,8.0,3.4,2.5,420.29771060018004
COc1cc2c(cc1[O-])CC[NH2+][C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)[NH+]1[C@@H]2[C@H]2c3c(cc(C)c(OC)c3[O-])C[C@@H]([C@@H]1O)[NH+]2C)OCO4,25.0,12.0,0.06,35.0,44.0,761.84,14.0,4.0,168.7,4.0,1.8,1.2,762.26910664809
COc1cc2c3cc1Oc1cc(ccc1[O-])C[C@@H]1c4c(cc(OC)c([O-])c4Oc4ccc(cc4)C[C@@H]3[NH+](C)CC2)CC[N+]1(C)C,0.45,3.4,0.58,2.2,2.0,609.73,8.0,2.0,80.6,2.0,4.7,3.9,608.288637
COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,1.5,5.9,0.14,4.2,4.8,389.45,9.0,2.0,111.8,8.0,2.3,1.8,389.20630434400005
COc1cc2nc(N3CC[NH+](C(=O)C(C)OC)CC3)nc(N)c2cc1OC,0.44,0.53,,13.7,,375.42,9.0,1.0,103.0,6.0,1.1,0.99,376.19793073209
COc1cc2nc(N3CC[NH+](C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,0.98,1.1,0.08,15.0,9.0,387.43,9.0,1.0,103.0,4.0,2.0,1.9,388.19793073209
COc1cc2nc(N3CC[NH+](C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,1.3,1.6,0.017,14.0,10.0,451.48,10.0,1.0,112.3,4.0,2.6,2.6,452.19284535209
COc1cc2nc(N3CC[NH+](C(=O)c4ccco4)CC3)nc(N)c2cc1OC,0.73,4.7,0.06,2.6,2.0,383.4,9.0,1.0,107.2,4.0,1.5,1.5,384.16663060409
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCC[NH+]1CCOCC1,23.0,12.0,0.089,32.0,34.0,446.9,7.0,1.0,68.7,8.0,4.3,3.9,447.15937298009
COc1ccc(-c2nc3cc(C4=N[N-]C(=O)CC4C)ccc3[n-]2)cc1,2.0,14.0,0.024,2.2,1.8,334.37,6.0,2.0,79.4,3.0,3.1,3.1,332.12842291182005
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,0.3,0.8,0.13,,12.0,459.5,9.0,1.0,110.8,5.0,2.5,2.5,459.19065428
COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1NC(=O)C([NH3+])CO,0.44,22.6,,0.32,0.26,402.44,8.0,3.0,112.3,9.0,1.0,0.91,403.18636300409
COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OP(=O)([O-])[O-],0.11,5.86,0.23,0.3,0.47,396.33,8.0,2.0,103.7,8.0,2.9,-0.95,394.08285135781995
COc1ccc(C(=O)Nc2ccccc2CCC2CCCC[NH+]2C)cc1,2.2,13.0,0.26,2.8,2.6,352.47,4.0,1.0,41.6,6.0,4.7,3.0,353.22235458809007
COc1ccc(C(C[NH+](C)C)C2(O)CCCCC2)cc1,4.4,14.0,0.73,5.2,5.0,277.4,3.0,1.0,32.7,5.0,3.4,1.4,278.21145555609
COc1ccc(C2(C#N)CCC(C(=O)[O-])CC2)cc1OC1CCCC1,0.23,0.5,0.006,8.5,7.9,343.42,5.0,1.0,79.6,6.0,3.6,0.89,342.17108182791
COc1ccc(CC(C)(C)[NH2+]C[C@H](O)c2cc([O-])cc3c2OCC(=O)N3)cc1,15.85,12.45,0.4,22.21,22.1,386.44,7.0,4.0,100.0,7.0,2.1,0.98,386.18417193199997
COc1ccc(CC(NC(=O)CC(C)(C)[NH3+])C(=O)NC(Cc2c[n-]cn2)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)[C@@H](O)CC(C)C)cc1,0.11,0.45,0.07,3.1,1.72,656.86,12.0,7.0,191.7,18.0,2.5,0.16,656.426133512
COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC,0.1,5.7,0.52,0.29,0.31,929.15,14.0,0.0,126.4,26.0,1.7,1.7,928.50742858418
COc1ccc(CCO[C@@H]2CCCC[C@H]2[NH+]2CC[C@@H](O)C2)cc1OC,1.8,8.29,,3.0,3.13,349.46,5.0,1.0,51.2,7.0,2.9,1.6,350.23258492408996
COc1ccc(CC[NH+](C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.7,18.0,0.093,3.4,2.8,454.6,6.0,0.0,64.0,14.0,4.5,2.9,455.29043414808996
COc1ccc(CC[NH+](C)CCC[C@](C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC,1.75,14.3,0.07,2.04,1.8,484.63,7.0,0.0,73.2,15.0,4.3,2.8,485.30099883208993
COc1ccc(CC[NH+](C)CCC[NH+]2CCc3cc(OC)c(OC)cc3CC2=O)cc1OC,1.6,8.4,,3.2,2.8,456.57,7.0,0.0,60.5,11.0,3.0,1.6,458.2769751561799
COc1ccc(CC[NH+](C)CCC[NH+]2Cc3cc(OC)c(OC)cc3C2=O)cc1OC,2.4,15.71,0.12,2.62,2.04,428.52,7.0,0.0,60.5,11.0,3.0,2.3,430.2456750281799
COc1ccc(CC[NH2+]CC(O)COc2cccc(C)c2)cc1OC,0.67,5.5,0.015,2.0,1.9,345.43,5.0,2.0,59.9,10.0,2.9,1.9,346.20128479608996
COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCc3cc(OC)c(OC)cc3[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC,0.14,5.4,0.62,0.43,0.42,929.15,14.0,0.0,126.4,26.0,1.7,1.7,928.50742858418
COc1ccc(C[NH2+]C[C@@H](O)COc2ccc3[n-]c(=O)ccc3c2)cc1OC,1.6,8.9,,3.2,3.3,384.43,7.0,3.0,92.8,9.0,1.5,-0.85,384.16852186799997
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,1.0,11.0,0.073,1.4,1.8,339.39,5.0,0.0,49.8,6.0,3.5,3.5,339.147058152
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)[N-]C(=O)[NH2+]C2CCCCC2)cc1,0.08,0.82,0.021,1.6,2.2,494.0,8.0,3.0,113.6,8.0,4.1,2.0,493.14381967599996
COc1ccc(Cl)cc1[C@]1(F)C(=O)Nc2cc(C(F)(F)F)ccc21,10.0,15.0,0.0038,11.0,37.0,359.7,3.0,1.0,38.3,2.0,4.1,2.5,359.03361911999997
COc1ccc(OC)c([C@H](O)CNC(=O)C[NH3+])c1,0.67,27.9,0.7,0.4,0.6,254.28,6.0,3.0,93.8,6.0,-1.3,-2.2,255.13393350809
COc1ccc([C@@H]2CNC(=O)C2)cc1OC1CCCC1,0.67,6.3,0.11,1.77,7.0,275.34,4.0,1.0,47.6,4.0,2.1,2.1,275.152143532
COc1ccc([C@@H]2Sc3cc(Cl)ccc3N(CC[NH+](C)C)C(=O)C2OC(C)=O)cc1,9.7,13.7,0.1,12.3,10.6,448.96,6.0,0.0,59.1,7.0,3.9,3.5,449.1296324120899
COc1ccc([C@@H]2Sc3ccccc3N(CC[NH+](C)C)C(=O)C2OC(C)=O)cc1,4.1,13.0,0.18,5.3,5.6,414.52,6.0,0.0,59.1,7.0,3.1,2.7,415.16860476408993
COc1ccc2[n-]c([S+](O)Cc3ncc(C)c(OC)c3C)nc2c1,0.24,8.4,0.05,0.48,0.58,345.42,6.0,1.0,77.1,5.0,2.2,2.2,345.11471246800005
COc1ccc2[n-]c([S@+](O)Cc3ncc(C)c(OC)c3C)nc2c1,0.2,3.85,0.03,0.9,0.83,345.42,6.0,1.0,77.1,5.0,2.2,2.2,345.11471246800005
COc1ccc2[nH]c3c(c2c1)CC[NH2+][C@]31CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)[NH+]1[C@@H]2[C@H]2c3c(cc(C)c(OC)c3[O-])C[C@@H]([C@@H]1O)[NH+]2C)OCO4,7.3,2.76,,44.03,50.68,784.87,14.0,4.0,164.3,4.0,2.4,1.8,786.2923675121801
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,1.1,16.5,0.39,1.1,1.1,232.28,4.0,2.0,54.1,4.0,1.4,1.4,232.121177752
COc1ccc2c(c1)N(C[C@H](C)C[NH+](C)C)c1ccccc1S2,12.0,9.9,,21.0,30.0,328.47,3.0,0.0,15.7,5.0,4.9,3.3,329.16821084009007
COc1ccc2c(c1)[C@@H]1C[C@]1(C(=O)[NH+]1[C@@H]3CC[C@H]1C[NH+](C)C3)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)[N-]S(=O)(=O)[NH+](C)C)cc21,0.5,1.33,0.01,6.38,5.38,659.84,10.0,1.0,104.2,6.0,3.1,0.74,661.3286934441801
COc1ccc2c(c1)c(CC(=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1,0.096,1.3,0.01,1.2,1.4,357.79,5.0,1.0,68.5,5.0,3.4,0.59,356.06950921991006
COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CC[NH+]1C,2.3,16.88,,2.28,2.13,413.42,8.0,0.0,75.7,4.0,2.5,2.4,414.15472852808995
COc1ccc2c3c1OC1C(=O)CC[C@@]4(O)[C@@H](C2)[NH+](C)CC[C@]314,2.5,6.1,0.55,6.8,5.5,315.36,5.0,1.0,59.0,1.0,0.72,0.17,316.15433460409
COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CC[NH+](C)C2,2.3,5.6,0.83,6.8,5.3,287.35,4.0,1.0,41.9,1.0,1.8,1.1,288.15941998409
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)[NH+](C)CC[C@@]341,3.5,15.0,0.7,3.9,4.0,299.36,4.0,1.0,41.9,1.0,1.3,0.29,300.15941998409
COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)[NH+](C)CC[C@@]341,1.07,4.21,,4.08,3.42,301.38,4.0,1.0,41.9,1.0,2.0,0.29,302.17507004809
COc1ccc2cc(C(C)C(=O)[O-])ccc2c1,0.09,0.07,0.002,19.78,16.63,230.26,3.0,1.0,46.5,3.0,2.9,0.023,229.08701785591
COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3,0.4,1.2,0.65,5.6,5.1,652.82,8.0,0.0,55.4,4.0,2.3,2.3,652.35014009618
COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3cc(c(OC)cc3CC[NH+]1C)Oc1c(OC)c(OC)c(Br)c3c1[C@H](C2)[NH+](C)CC3,51.0,9.6,0.22,88.2,59.4,701.65,8.0,0.0,61.9,4.0,8.3,7.2,702.2293520361799
COc1cccc(OC)c1C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])C(C)(C)S[C@H]12,0.32,6.6,0.43,0.8,0.64,380.42,8.0,2.0,105.2,5.0,1.7,-1.6,380.1042073599999
COc1cccc(OCCC[NH3+])c1-c1cc(Nc2cnc(C#N)cn2)n[n-]1,22.75,34.0,,11.15,12.54,365.39,9.0,3.0,134.8,9.0,1.7,-0.99,365.16002284800015
COc1cccc([C@@]2(O)CCCC[C@@H]2C[NH+](C)C)c1,2.8,6.5,0.8,7.2,5.8,263.38,3.0,1.0,32.7,4.0,2.6,0.99,264.19580549209
COc1cccc2c(C(=O)[NH+]3CC[NH+](C)C(C)C3)cn(CC3CCCCC3)c12,1.0,3.0,,5.7,4.2,383.53,5.0,0.0,37.7,4.0,3.4,2.3,385.27183020018
COc1cccc2c1C(=N)c1c([O-])c3c(c([O-])c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H]([NH3+])[C@H](O)[C@H](C)O1,15.45,15.0,,17.16,13.8,542.53,12.0,7.0,212.8,5.0,0.036,-2.9,541.1827687079099
COc1cccc2c1C(=O)c1c([O-])c3c(c([O-])c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@@H]1C[C@H]([NH3+])[C@H](O[C@@H]2CCCCO2)[C@H](C)O1,43.2,57.7,,12.5,11.1,627.64,13.0,5.0,204.3,7.0,1.7,1.3,626.2242991719099
COc1cccc2c1C(=O)c1c([O-])c3c(c([O-])c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H]([NH+]2CCO[C@H](OC)C2)[C@H](O)[C@H](C)O1,49.0,15.32,,53.3,49.2,643.64,14.0,5.0,201.7,7.0,0.75,0.59,642.21921379191
COc1cccc2c1C(=O)c1c([O-])c3c(c([O-])c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H]([NH3+])[C@@H](O)[C@H](C)O1,45.0,20.0,0.25,38.0,36.0,543.52,12.0,6.0,206.1,5.0,0.46,-2.2,542.1667842959099
COc1cccc2c1C(=O)c1c([O-])c3c(c([O-])c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H]([NH3+])[C@H](I)[C@H](C)O1,53.6,140.0,,6.4,10.3,653.42,11.0,5.0,185.8,10.0,1.9,-0.74,652.0685176439099
COc1cccc2c1C(=O)c1c([O-])c3c(c([O-])c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H]([NH3+])[C@H](O)[C@H](C)O1,22.0,15.0,0.28,24.0,32.0,543.52,12.0,6.0,206.1,5.0,0.46,-2.2,542.1667842959099
COc1cccc2c1C(=O)c1c([O-])c3c(c([O-])c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H]([NH3+])[C@H](OCc2ccccc2)[C@H](C)O1,48.0,18.5,,43.2,34.6,633.64,12.0,5.0,195.1,8.0,2.5,-0.07,632.21373448791
COc1cccc2c1C(=O)c1c([O-])c3c(c([O-])c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H]([NH3+])[C@H](O)[C@H](C)O1,32.05,47.57,0.06,11.23,14.24,527.52,11.0,5.0,185.8,4.0,1.0,-1.6,526.1718696759099
COc1cccc2c1[C@H](CO)[NH+]1[C@H](C#N)[C@@H]3CC(C(=O)[O-])[C@H]([C@@H]1C2)[NH+]3C,0.23,3.06,,1.23,1.52,357.4,7.0,2.0,97.0,4.0,-0.018,-3.2,358.17613266809
COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(CNC(=O)C(C)(C)O)c1,1.65,5.1,,5.43,13.5,549.06,9.0,3.0,122.6,8.0,3.2,1.2,548.09548958
COc1ccccc1N1CC[NH+](CCCNc2cc(=O)n(C)c(=O)n2C)CC1,0.75,3.1,,4.0,3.5,387.48,8.0,1.0,68.4,7.0,1.8,1.1,388.23431624009
COc1ccccc1N1CC[NH+](C[C@@H](O)COc2cccc3ccccc23)CC1,,11.0,0.008,,3.3,392.49,5.0,1.0,45.2,7.0,3.9,2.5,393.21726920809
COc1ccccc1OCC[NH2+]CC(O)COc1cccc2[nH]c3ccccc3c12,1.3,7.8,0.02,2.8,2.4,406.47,6.0,3.0,75.7,10.0,3.6,2.9,407.1965337640901
COc1ccccc1OC[C@H](O)C[NH+]1CC[NH+](CC(=O)Nc2c(C)cccc2C)CC1,1.2,9.5,0.38,2.1,1.8,427.54,7.0,2.0,74.3,9.0,2.3,2.2,429.26165944018004
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,0.29,2.1,0.037,2.3,4.1,551.61,11.0,2.0,145.6,10.0,3.9,0.76,551.1838546480001
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)C)cn2)nc(-c2ccnc(-c3nnn[n-]3)c2)nc1OCCO,0.28,8.1,0.0085,0.58,3.8,605.63,15.0,3.0,200.1,12.0,3.5,-1.6,604.1732241319103
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C)cn2)nc(-c2ccnc(-c3nnn[n-]3)c2)nc1OCCO,0.23,10.5,0.02,0.4,2.6,577.57,15.0,3.0,200.1,12.0,2.9,-2.3,576.1419240039103
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C)cn2)nc(-c2ccncc2)nc1OC,0.27,0.52,,8.8,7.2,479.51,10.0,1.0,125.4,8.0,3.5,0.026,479.1263397720001
COc1ccnc(C[S+](O)c2nc3cc(-n4cccc4)ccc3[n-]2)c1C,0.19,0.73,,4.32,3.59,366.44,6.0,1.0,72.8,5.0,2.7,1.9,366.115046816
COc1ccnc(C[S+](O)c2nc3ccc(OC(F)F)cc3[n-]2)c1OC,0.17,2.2,0.02,1.3,1.9,383.37,7.0,1.0,86.3,7.0,1.6,1.6,383.0751334
COc1ccsc1C[NH2+]CC[C@@]1(c2ccccn2)CCOC2(CCCC2)C1,0.78,6.89,,1.9,1.8,386.55,4.0,1.0,43.4,7.0,3.1,2.5,387.21007565209
COc1nc(C(Cl)(Cl)Cl)c(Cl)c(OC)c1Cl,9.1,29.9,,5.1,3.8,325.4,3.0,0.0,31.3,2.0,4.4,4.4,322.88411683199996
COc1nc(C)nc(Cl)c1NC1=[NH+]CCN1,1.8,11.0,0.93,2.7,2.2,241.68,6.0,2.0,71.4,3.0,0.55,0.13,242.08031413608998
COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,4.9,81.0,0.8,1.0,0.5,297.27,10.0,4.0,148.8,3.0,-1.9,-1.9,297.10731857999997
CS(=O)(=O)N(CCO)c1c(Cl)c(Cl)cc2[n-]c(=O)c(=O)[n-]c12,0.8,6.0,0.13,2.2,1.4,368.19,8.0,3.0,115.8,4.0,-0.31,-0.43,364.96509390782
CS(=O)(=O)OCCCCOS(C)(=O)=O,0.55,2.4,1.0,3.8,3.4,246.3,6.0,0.0,86.7,7.0,-0.72,-0.72,246.023180168
CS(=O)(=O)OCCN(CCBr)c1c(C(=O)NCCOP(=O)([O-])[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],0.86,44.8,,0.32,0.1,579.27,16.0,3.0,234.1,14.0,0.27,-4.6,575.95738890582
CS(=O)(=O)OC[C@H](O)[C@@H](O)COS(C)(=O)=O,0.59,4.9,,2.0,1.83,278.3,8.0,2.0,127.2,7.0,-3.0,-3.0,278.013009408
CS(=O)(=O)c1cc(F)cc2c3c(n(Cc4ccc(Cl)cc4)c12)[C@@H](CC(=O)[O-])CC3,1.0,1.21,,13.7,11.8,435.9,5.0,1.0,76.4,5.0,3.5,1.2,434.06345853590994
CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,0.23,0.01,0.01,341.0,245.0,421.3,5.0,1.0,76.1,4.0,3.9,3.9,420.01021866800005
CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,1.3,2.0,0.13,10.8,7.5,314.36,4.0,0.0,60.4,3.0,-0.29,-0.29,314.061279928
CS(=O)(=O)c1ccc([C@@H](O)[C@@H](COC(=O)C[NH3+])NC(=O)C(Cl)Cl)cc1,0.13,9.6,0.27,0.23,0.28,413.27,8.0,3.0,135.8,9.0,-1.4,-1.8,413.03353910809
CS(=O)(=O)c1ccc2c(c1)N(CCC[NH+]1CCC(C(N)=O)CC1)c1ccccc1S2,,12.14,,,4.0,445.6,6.0,1.0,83.7,6.0,2.5,0.91,446.15666017609
CSCC(NC(=O)COc1cccc2cnccc12)C(=O)NC(Cc1ccccc1)C(O)C(=O)[NH+]1CSCC1C(=O)NC(C)(C)C,0.11,10.5,,0.17,0.44,667.84,11.0,4.0,150.0,13.0,2.0,1.9,668.2571024840901
CSCCC([NH3+])C(=O)NC(CCC(=O)[O-])C(=O)NC(Cc1cnc[n-]1)C(=O)NC(Cc1ccccc1)C(=O)NC(CCC[NH+]=C(N)N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)[O-],0.73,871.0,,0.01,0.06,962.09,23.0,13.0,384.1,29.0,-0.68,-4.5,960.41557963591
CSCCC([NH3+])C(=O)N[C@@]1(C(=O)[O-])CS(=O)(=O)[C@H]2C(C(=O)[O-])[C@H]21,0.44,9.73,,0.75,0.84,366.41,9.0,4.0,163.9,7.0,-3.0,-7.6,365.04826646390995
CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](CO[P@](=O)(O)O[P@](=O)(O)C(Cl)(Cl)P(=O)([O-])[O-])[C@@H](O)[C@H]1O,0.035,9.06,0.02,0.07,0.14,776.36,17.0,7.0,255.9,15.0,-1.4,-8.6,772.9337602458202
